customer_id,screening_date,screening_result,list_reference
C9911,2024-11-25,No Hit,OFAC
C9912,2025-08-12,No Hit,OFAC
C9913,2024-11-25,No Hit,UN
C9914,2024-11-25,No Hit,HMT
C9915,2024-11-25,No Hit,HMT
C9916,2024-11-25,No Hit,OFAC
C9917,2024-11-25,No Hit,EU
C9918,2025-12-10,No Hit,HMT
C9919,2024-11-25,No Hit,OFAC
C9920,2025-08-12,No Hit,HMT
C9921,2025-12-10,No Hit,OFAC
C9922,2025-12-10,No Hit,HMT
C9923,2025-12-10,No Hit,EU
C9924,2025-12-10,No Hit,OFAC
C9925,2024-11-25,No Hit,EU
C9926,2025-08-12,No Hit,UN
C9927,2025-12-10,No Hit,HMT
C9928,2024-11-25,No Hit,EU
C9929,2024-11-25,No Hit,OFAC
C9930,2025-12-10,No Hit,HMT
C9931,2024-11-25,No Hit,EU
C9932,2024-11-25,No Hit,UN
C9933,2024-11-25,No Hit,EU
C9934,2024-11-25,No Hit,UN
C9935,2025-08-12,No Hit,UN
C9936,2024-11-25,No Hit,UN
C9937,2024-11-25,No Hit,OFAC
C9938,2024-11-25,No Hit,EU
C9939,2025-08-12,No Hit,UN
C9940,2025-08-12,No Hit,UN
C9941,2025-08-12,No Hit,UN
C9942,2025-08-12,No Hit,EU
C9943,2024-11-25,No Hit,OFAC
C9944,2024-11-25,No Hit,OFAC
C9945,2025-12-10,No Hit,OFAC
C9946,2025-08-12,No Hit,UN
C9947,2024-11-25,No Hit,HMT
C9948,2024-11-25,No Hit,EU
C9949,2024-11-25,No Hit,HMT
C9950,2024-11-25,No Hit,OFAC
C9951,2024-11-25,No Hit,UN
C9952,2024-11-25,No Hit,HMT
C9953,2025-08-12,No Hit,HMT
C9954,2025-08-12,No Hit,HMT
C9955,2024-11-25,No Hit,OFAC
C9956,2025-08-12,No Hit,UN
C9957,2025-08-12,No Hit,OFAC
C9958,2025-08-12,No Hit,UN
C9959,2025-12-10,No Hit,UN
C9960,2024-11-25,No Hit,HMT
C9961,2024-11-25,No Hit,HMT
C9962,2025-12-10,No Hit,OFAC
C9963,2024-11-25,No Hit,OFAC
C9964,2025-12-10,No Hit,OFAC
C9965,2024-11-25,No Hit,OFAC
C9966,2024-11-25,No Hit,HMT
C9967,2024-11-25,No Hit,HMT
C9968,2025-08-12,No Hit,EU
C9969,2024-11-25,No Hit,EU
C9970,2024-11-25,No Hit,EU
C9971,2024-11-25,No Hit,EU
C9972,2024-11-25,No Hit,HMT
C9973,2025-08-12,No Hit,OFAC
C9974,2024-11-25,No Hit,UN
C9975,2024-11-25,No Hit,EU
C9976,2024-11-25,No Hit,UN
C9977,2025-12-10,No Hit,UN
C9978,2024-11-25,No Hit,EU
C9979,2024-11-25,No Hit,HMT
C9980,2025-08-12,No Hit,EU
C9981,2025-08-12,No Hit,EU
C9982,2024-11-25,No Hit,EU
C9983,2024-11-25,No Hit,OFAC
C9984,2025-12-10,No Hit,UN
C9985,2024-11-25,No Hit,OFAC
C9986,2024-11-25,No Hit,UN
C9987,2024-11-25,No Hit,EU
C9988,2024-11-25,No Hit,OFAC
C9989,2025-08-12,No Hit,HMT
C9990,2025-08-12,No Hit,UN
C9991,2024-11-25,No Hit,UN
C9992,2024-11-25,No Hit,OFAC
C9993,2025-12-10,No Hit,OFAC
C9994,2024-11-25,No Hit,OFAC
C9995,2024-11-25,No Hit,UN
C9996,2024-11-25,No Hit,UN
C9997,2025-08-12,No Hit,HMT
C9998,2025-08-12,No Hit,UN
C9999,2025-08-12,No Hit,HMT
C10000,2024-11-25,No Hit,HMT
